latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-17.6057,-46.09567,324.67,2.15,1.43,2025-08-23,1832,A,80,6.1NRT,296.54,47.88,D
-18.26783,-51.97294,323.62,1.01,1.0,2025-08-23,1832,A,68,6.1NRT,309.45,10.16,D
-17.02413,-45.87103,307.6,2.3,1.47,2025-08-23,1832,A,52,6.1NRT,282.27,15.67,D
-17.84366,-50.81448,333.52,1.08,1.04,2025-08-23,1832,A,82,6.1NRT,312.08,22.8,D
-17.0113,-45.87368,307.25,2.3,1.47,2025-08-23,1832,A,45,6.1NRT,281.8,15.64,D
-17.06634,-47.1692,313.5,1.83,1.33,2025-08-23,1832,A,49,6.1NRT,280.89,24.78,D
-17.71376,-53.42764,338.13,1.02,1.01,2025-08-23,1832,A,88,6.1NRT,300.76,34.58,D
-17.71509,-53.437,326.58,1.02,1.01,2025-08-23,1832,A,78,6.1NRT,298.99,18.98,D
-16.41306,-49.93731,327.76,1.23,1.1,2025-08-23,1832,A,80,6.1NRT,284.15,28.65,D
-16.41481,-49.94833,332.14,1.22,1.1,2025-08-23,1832,A,84,6.1NRT,288.86,35.16,D
-16.4034,-49.93905,337.29,1.23,1.1,2025-08-23,1832,A,88,6.1NRT,285.93,46.19,D
-16.40516,-49.95013,325.24,1.22,1.1,2025-08-23,1832,A,77,6.1NRT,287.68,23.67,D
-16.49869,-52.55422,326.95,1.0,1.0,2025-08-23,1832,A,73,6.1NRT,308.76,12.76,D
-16.50004,-52.56338,331.1,1.0,1.0,2025-08-23,1832,A,79,6.1NRT,307.68,17.47,D
-16.48988,-52.55566,322.01,1.0,1.0,2025-08-23,1832,A,46,6.1NRT,307.45,6.96,D
-16.49123,-52.56482,339.91,1.0,1.0,2025-08-23,1832,A,87,6.1NRT,309.85,30.4,D
-16.42044,-53.15855,321.73,1.0,1.0,2025-08-23,1832,A,59,6.1NRT,309.65,8.83,D
-16.42177,-53.1677,323.42,1.0,1.0,2025-08-23,1832,A,65,6.1NRT,310.77,11.02,D
-16.53484,-55.02838,333.84,1.13,1.06,2025-08-23,1832,A,83,6.1NRT,305.41,31.89,D
-16.53623,-55.03873,333.84,1.13,1.06,2025-08-23,1832,A,83,6.1NRT,305.33,31.57,D
-16.52777,-55.02556,354.65,1.13,1.06,2025-08-23,1832,A,91,6.1NRT,307.94,75.76,D
-16.52919,-55.03588,328.73,1.13,1.06,2025-08-23,1832,A,77,6.1NRT,305.43,21.37,D
-16.35818,-54.73444,354.32,1.09,1.04,2025-08-23,1832,A,97,6.1NRT,310.16,67.6,D
-16.35957,-54.74451,333.37,1.1,1.04,2025-08-23,1832,A,82,6.1NRT,309.5,23.62,D
-16.89384,-59.23483,321.84,2.19,1.44,2025-08-23,1832,A,69,6.1NRT,296.15,29.9,D
-16.71284,-57.79384,321.49,1.69,1.28,2025-08-23,1832,A,53,6.1NRT,303.25,23.14,D
-16.88113,-59.23635,330.04,2.19,1.44,2025-08-23,1832,A,81,6.1NRT,298.96,56.81,D
-16.88341,-59.25655,325.7,2.2,1.44,2025-08-23,1832,A,72,6.1NRT,298.9,41.71,D
-16.89311,-59.24189,330.6,2.19,1.44,2025-08-23,1832,A,80,6.1NRT,299.12,57.96,D
-15.19181,-48.11308,321.22,1.69,1.28,2025-08-23,1832,A,72,6.1NRT,298.76,21.66,D
-15.19352,-48.11835,319.57,1.69,1.28,2025-08-23,1832,A,69,6.1NRT,299.17,19.28,D
-15.18886,-48.22806,320.15,1.66,1.27,2025-08-23,1832,A,62,6.1NRT,303.68,15.09,D
-15.14604,-48.11084,330.75,1.7,1.28,2025-08-23,1832,A,82,6.1NRT,299.92,47.2,D
-15.14865,-48.12618,321.99,1.69,1.28,2025-08-23,1832,A,73,6.1NRT,300.55,24.47,D
-15.13486,-48.1131,319.56,1.7,1.28,2025-08-23,1832,A,66,6.1NRT,296.79,19.92,D
-15.13743,-48.12814,348.64,1.69,1.28,2025-08-23,1832,A,94,6.1NRT,299.87,110.79,D
-15.14003,-48.14332,329.26,1.69,1.28,2025-08-23,1832,A,81,6.1NRT,298.2,40.19,D
-15.03964,-48.16972,328.06,1.69,1.28,2025-08-23,1832,A,80,6.1NRT,298.59,36.91,D
-15.04216,-48.18443,337.29,1.68,1.28,2025-08-23,1832,A,87,6.1NRT,301.33,63.73,D
-15.02835,-48.1712,316.99,1.69,1.28,2025-08-23,1832,A,62,6.1NRT,298.19,14.73,D
-15.03095,-48.18623,324.71,1.68,1.28,2025-08-23,1832,A,76,6.1NRT,299.9,30.79,D
-15.07603,-48.51392,325.69,1.59,1.24,2025-08-23,1832,A,41,6.1NRT,301.94,28.41,D
-15.02996,-48.17651,333.28,1.69,1.28,2025-08-23,1832,A,84,6.1NRT,299.25,52.26,D
-15.03246,-48.19166,324.11,1.68,1.28,2025-08-23,1832,A,70,6.1NRT,300.13,27.46,D
-15.0728,-48.50536,323.34,1.6,1.24,2025-08-23,1832,A,73,6.1NRT,301.42,25.4,D
-15.07518,-48.51979,320.05,1.59,1.24,2025-08-23,1832,A,68,6.1NRT,300.84,18.41,D
-15.05704,-48.47795,339.83,1.6,1.25,2025-08-23,1832,A,89,6.1NRT,297.2,68.25,D
-15.05948,-48.49268,347.12,1.6,1.25,2025-08-23,1832,A,93,6.1NRT,299.25,92.02,D
-15.06191,-48.5074,347.12,1.6,1.24,2025-08-23,1832,A,93,6.1NRT,300.82,91.94,D
-15.04611,-48.47991,352.27,1.6,1.25,2025-08-23,1832,A,96,6.1NRT,297.43,115.94,D
-15.04858,-48.49479,341.15,1.6,1.25,2025-08-23,1832,A,90,6.1NRT,298.4,69.14,D
-15.03514,-48.48167,332.23,1.6,1.25,2025-08-23,1832,A,83,6.1NRT,298.3,48.17,D
-14.94555,-48.0194,318.17,1.74,1.29,2025-08-23,1832,A,65,6.1NRT,296.32,20.6,D
-15.67397,-52.71327,325.06,1.0,1.0,2025-08-23,1832,A,34,6.1NRT,309.96,10.32,D
-15.67532,-52.72238,325.82,1.0,1.0,2025-08-23,1832,A,63,6.1NRT,308.8,12.04,D
-15.65096,-52.67966,326.65,1.0,1.0,2025-08-23,1832,A,71,6.1NRT,306.7,13.02,D
-15.65231,-52.68876,319.11,1.0,1.0,2025-08-23,1832,A,23,6.1NRT,307.28,5.59,D
-15.65635,-52.7161,330.65,1.0,1.0,2025-08-23,1832,A,36,6.1NRT,309.46,16.5,D
-14.97399,-48.67413,325.77,1.56,1.23,2025-08-23,1832,A,76,6.1NRT,305.93,26.07,D
-14.81447,-47.93664,320.52,1.78,1.31,2025-08-23,1832,A,70,6.1NRT,283.46,29.94,D
-14.80315,-47.93939,325.18,1.78,1.31,2025-08-23,1832,A,77,6.1NRT,283.61,40.62,D
-14.80411,-47.92809,321.5,1.78,1.31,2025-08-23,1832,A,50,6.1NRT,284.14,30.86,D
-14.80675,-47.94394,324.09,1.78,1.31,2025-08-23,1832,A,70,6.1NRT,283.69,37.08,D
-15.69228,-53.86289,330.3,1.02,1.01,2025-08-23,1832,A,65,6.1NRT,308.51,19.76,D
-15.63441,-53.91624,327.03,1.02,1.01,2025-08-23,1832,A,70,6.1NRT,307.94,15.3,D
-14.83502,-49.21086,319.49,1.44,1.19,2025-08-23,1832,A,63,6.1NRT,304.96,12.86,D
-14.99522,-50.18383,341.53,1.24,1.11,2025-08-23,1832,A,89,6.1NRT,309.17,48.44,D
-14.99702,-50.19496,321.81,1.24,1.11,2025-08-23,1832,A,59,6.1NRT,307.43,11.37,D
-15.87249,-56.59488,321.59,1.36,1.15,2025-08-23,1832,A,64,6.1NRT,307.84,12.97,D
-15.53251,-54.76072,325.56,1.08,1.04,2025-08-23,1832,A,60,6.1NRT,309.97,13.22,D
-15.68999,-56.14045,330.85,1.27,1.12,2025-08-23,1832,A,79,6.1NRT,310.08,22.88,D
-15.66796,-56.43638,331.45,1.32,1.14,2025-08-23,1832,A,80,6.1NRT,310.89,27.75,D
-15.66955,-56.44844,320.53,1.32,1.14,2025-08-23,1832,A,52,6.1NRT,308.74,9.39,D
-15.63763,-56.28366,334.89,1.29,1.13,2025-08-23,1832,A,83,6.1NRT,309.92,31.68,D
-15.6277,-56.28518,326.78,1.29,1.13,2025-08-23,1832,A,74,6.1NRT,310.8,16.97,D
-15.62924,-56.29693,324.19,1.29,1.13,2025-08-23,1832,A,66,6.1NRT,311.11,12.14,D
-15.21888,-53.84415,351.02,1.01,1.01,2025-08-23,1832,A,93,6.1NRT,313.43,50.68,D
-15.48568,-55.98462,332.52,1.23,1.1,2025-08-23,1832,A,81,6.1NRT,308.39,26.82,D
-14.38621,-49.15922,332.42,1.47,1.2,2025-08-23,1832,A,82,6.1NRT,307.29,37.76,D
-15.32479,-56.15811,360.91,1.26,1.11,2025-08-23,1832,A,100,6.1NRT,311.54,104.27,D
-15.32631,-56.16961,332.9,1.26,1.11,2025-08-23,1832,A,74,6.1NRT,312.11,25.64,D
-15.31498,-56.15958,339.19,1.26,1.11,2025-08-23,1832,A,77,6.1NRT,311.85,36.73,D
-15.31649,-56.17107,341.91,1.26,1.11,2025-08-23,1832,A,87,6.1NRT,313.9,43.55,D
-15.30516,-56.16101,328.8,1.26,1.11,2025-08-23,1832,A,36,6.1NRT,310.52,16.6,D
-15.30665,-56.17249,342.58,1.26,1.11,2025-08-23,1832,A,90,6.1NRT,311.68,46.71,D
-15.30462,-56.1667,335.74,1.26,1.11,2025-08-23,1832,A,84,6.1NRT,310.77,29.94,D
-15.30618,-56.17815,328.89,1.26,1.11,2025-08-23,1832,A,50,6.1NRT,311.46,17.59,D
-15.27881,-56.12394,333.79,1.25,1.11,2025-08-23,1832,A,82,6.1NRT,309.88,28.79,D
-15.28035,-56.1353,355.5,1.25,1.11,2025-08-23,1832,A,97,6.1NRT,312.26,85.34,D
-13.87271,-47.37482,328.13,2.04,1.39,2025-08-23,1832,A,79,6.1NRT,302.17,55.17,D
-13.87594,-47.39314,318.72,2.04,1.39,2025-08-23,1832,A,66,6.1NRT,302.17,27.08,D
-13.8686,-47.38268,331.55,2.04,1.39,2025-08-23,1832,A,83,6.1NRT,301.38,67.45,D
-14.60688,-52.00837,321.77,1.04,1.02,2025-08-23,1832,A,0,6.1NRT,305.54,10.71,D
-14.52675,-51.9052,332.23,1.05,1.02,2025-08-23,1832,A,80,6.1NRT,306.39,23.71,D
-14.52821,-51.91471,333.0,1.05,1.02,2025-08-23,1832,A,80,6.1NRT,308.95,25.21,D
-14.54231,-52.06714,326.85,1.04,1.02,2025-08-23,1832,A,57,6.1NRT,311.46,11.29,D
-14.52856,-52.03655,346.42,1.04,1.02,2025-08-23,1832,A,80,6.1NRT,307.82,49.08,D
-14.52997,-52.04596,336.31,1.04,1.02,2025-08-23,1832,A,79,6.1NRT,308.79,29.37,D
-14.46722,-52.05614,356.57,1.04,1.02,2025-08-23,1832,A,98,6.1NRT,311.85,69.24,D
-15.07667,-56.36375,339.99,1.28,1.12,2025-08-23,1832,A,88,6.1NRT,309.71,43.37,D
-15.07821,-56.3755,339.07,1.29,1.13,2025-08-23,1832,A,87,6.1NRT,309.57,39.99,D
-15.06828,-56.37692,375.73,1.29,1.13,2025-08-23,1832,A,100,6.1NRT,315.47,175.4,D
-15.06982,-56.38869,336.95,1.29,1.13,2025-08-23,1832,A,80,6.1NRT,312.35,33.14,D
-14.43167,-52.01058,349.24,1.04,1.02,2025-08-23,1832,A,94,6.1NRT,310.31,52.91,D
-14.43309,-52.02001,358.56,1.04,1.02,2025-08-23,1832,A,99,6.1NRT,311.41,74.65,D
-14.42127,-52.0026,372.11,1.05,1.02,2025-08-23,1832,A,100,6.1NRT,307.94,119.51,D
-14.42269,-52.01204,381.3,1.04,1.02,2025-08-23,1832,A,100,6.1NRT,314.06,156.9,D
-14.78088,-54.46095,333.84,1.04,1.02,2025-08-23,1832,A,80,6.1NRT,312.19,22.99,D
-14.78222,-54.47039,329.26,1.04,1.02,2025-08-23,1832,A,67,6.1NRT,313.81,16.01,D
-15.04793,-56.38637,341.53,1.29,1.13,2025-08-23,1832,A,89,6.1NRT,315.22,42.15,D
-15.04951,-56.3981,331.6,1.29,1.13,2025-08-23,1832,A,68,6.1NRT,311.65,20.15,D
-15.03799,-56.38771,343.89,1.29,1.13,2025-08-23,1832,A,91,6.1NRT,314.76,48.45,D
-15.03957,-56.39946,353.53,1.29,1.13,2025-08-23,1832,A,96,6.1NRT,314.48,77.18,D
-14.17676,-50.60017,326.99,1.21,1.09,2025-08-23,1832,A,55,6.1NRT,309.38,16.47,D
-14.40146,-52.05412,345.43,1.04,1.02,2025-08-23,1832,A,91,6.1NRT,312.27,36.84,D
-14.16716,-50.60179,352.85,1.21,1.09,2025-08-23,1832,A,96,6.1NRT,312.4,72.18,D
-14.39249,-52.05558,337.42,1.04,1.02,2025-08-23,1832,A,57,6.1NRT,310.92,22.44,D
-14.36771,-51.95318,330.75,1.05,1.02,2025-08-23,1832,A,70,6.1NRT,308.73,19.61,D
-14.52926,-53.03127,343.17,1.0,1.0,2025-08-23,1832,A,90,6.1NRT,306.39,39.59,D
-14.5306,-53.04032,364.52,1.0,1.0,2025-08-23,1832,A,100,6.1NRT,309.57,89.69,D
-14.52179,-53.04171,323.46,1.0,1.0,2025-08-23,1832,A,65,6.1NRT,306.7,12.42,D
-14.55232,-53.2497,336.39,1.0,1.0,2025-08-23,1832,A,84,6.1NRT,307.87,24.28,D
-14.54087,-53.233,329.58,1.0,1.0,2025-08-23,1832,A,64,6.1NRT,307.84,14.69,D
-14.53339,-53.24342,350.24,1.0,1.0,2025-08-23,1832,A,94,6.1NRT,310.86,49.15,D
-14.50124,-53.0968,323.12,1.0,1.0,2025-08-23,1832,A,64,6.1NRT,306.31,11.92,D
-14.50219,-53.22616,325.53,1.0,1.0,2025-08-23,1832,A,66,6.1NRT,310.48,11.61,D
-14.51276,-53.29848,319.01,1.0,1.0,2025-08-23,1832,A,42,6.1NRT,308.72,6.36,D
-14.4735,-53.0919,321.15,1.0,1.0,2025-08-23,1832,A,57,6.1NRT,306.52,10.51,D
-14.43533,-52.89399,333.7,1.0,1.0,2025-08-23,1832,A,81,6.1NRT,310.24,22.41,D
-14.46386,-53.14893,323.88,1.0,1.0,2025-08-23,1832,A,39,6.1NRT,310.55,9.63,D
-14.46651,-53.16702,322.66,1.0,1.0,2025-08-23,1832,A,36,6.1NRT,308.54,8.83,D
-14.78266,-55.39695,322.77,1.13,1.06,2025-08-23,1832,A,64,6.1NRT,310.07,9.08,D
-14.77192,-55.38805,340.96,1.13,1.06,2025-08-23,1832,A,88,6.1NRT,310.62,37.44,D
-14.77332,-55.3983,347.15,1.13,1.06,2025-08-23,1832,A,92,6.1NRT,313.68,50.55,D
-14.77473,-55.40861,333.98,1.13,1.06,2025-08-23,1832,A,82,6.1NRT,311.45,23.65,D
-14.69823,-54.92011,340.96,1.08,1.04,2025-08-23,1832,A,88,6.1NRT,309.03,33.91,D
-14.7626,-55.38944,372.24,1.13,1.06,2025-08-23,1832,A,100,6.1NRT,313.22,130.96,D
-14.76399,-55.39971,349.9,1.13,1.06,2025-08-23,1832,A,94,6.1NRT,313.91,56.95,D
-14.98197,-57.04899,345.26,1.42,1.18,2025-08-23,1832,A,92,6.1NRT,301.43,69.18,D
-14.98362,-57.06182,354.04,1.42,1.18,2025-08-23,1832,A,97,6.1NRT,309.62,100.4,D
-14.48102,-53.45142,322.0,1.0,1.0,2025-08-23,1832,A,46,6.1NRT,307.32,7.61,D
-14.48234,-53.46046,325.43,1.0,1.0,2025-08-23,1832,A,66,6.1NRT,307.75,11.19,D
-14.6864,-54.90188,337.96,1.08,1.04,2025-08-23,1832,A,86,6.1NRT,312.48,27.28,D
-14.6891,-54.92144,381.39,1.08,1.04,2025-08-23,1832,A,100,6.1NRT,314.74,158.97,D
-14.69044,-54.9312,341.69,1.08,1.04,2025-08-23,1832,A,69,6.1NRT,312.43,33.22,D
-14.69179,-54.94093,332.42,1.08,1.04,2025-08-23,1832,A,34,6.1NRT,311.76,19.41,D
-14.44058,-53.23582,322.64,1.0,1.0,2025-08-23,1832,A,63,6.1NRT,309.68,10.16,D
-14.47353,-53.46182,325.95,1.0,1.0,2025-08-23,1832,A,61,6.1NRT,311.31,11.92,D
-14.67728,-54.90321,341.42,1.08,1.04,2025-08-23,1832,A,88,6.1NRT,311.19,31.38,D
-14.67863,-54.913,337.29,1.08,1.04,2025-08-23,1832,A,61,6.1NRT,312.17,23.47,D
-14.67997,-54.92279,342.02,1.08,1.04,2025-08-23,1832,A,83,6.1NRT,310.82,31.79,D
-14.68131,-54.93254,336.61,1.08,1.04,2025-08-23,1832,A,50,6.1NRT,311.11,23.58,D
-14.82463,-55.99655,355.15,1.21,1.1,2025-08-23,1832,A,97,6.1NRT,312.81,78.09,D
-14.82611,-56.00771,340.22,1.22,1.1,2025-08-23,1832,A,88,6.1NRT,312.56,37.22,D
-14.9612,-57.05187,350.81,1.42,1.18,2025-08-23,1832,A,95,6.1NRT,311.05,85.99,D
-14.96283,-57.06473,334.89,1.42,1.18,2025-08-23,1832,A,37,6.1NRT,310.79,38.19,D
-14.40215,-53.0543,323.82,1.0,1.0,2025-08-23,1832,A,65,6.1NRT,308.03,11.37,D
-14.40481,-53.07239,319.53,1.0,1.0,2025-08-23,1832,A,37,6.1NRT,305.11,7.98,D
-14.67228,-54.93055,326.23,1.08,1.04,2025-08-23,1832,A,59,6.1NRT,310.2,12.27,D
-14.67366,-54.94032,323.21,1.08,1.04,2025-08-23,1832,A,45,6.1NRT,309.06,8.98,D
-14.82026,-55.99271,339.83,1.21,1.09,2025-08-23,1832,A,87,6.1NRT,310.96,36.33,D
-14.82179,-56.00381,341.46,1.21,1.1,2025-08-23,1832,A,88,6.1NRT,313.71,39.44,D
-14.96319,-57.04528,340.77,1.41,1.18,2025-08-23,1832,A,86,6.1NRT,308.5,55.23,D
-14.9649,-57.0581,340.54,1.42,1.18,2025-08-23,1832,A,82,6.1NRT,313.48,54.71,D
-14.81061,-55.99411,324.87,1.21,1.09,2025-08-23,1832,A,47,6.1NRT,310.04,9.19,D
-14.81212,-56.00517,330.09,1.21,1.1,2025-08-23,1832,A,77,6.1NRT,312.04,16.66,D
-14.39516,-53.12944,351.77,1.0,1.0,2025-08-23,1832,A,95,6.1NRT,306.73,54.18,D
-14.43614,-53.40955,331.65,1.0,1.0,2025-08-23,1832,A,63,6.1NRT,307.71,18.55,D
-14.43877,-53.42764,328.63,1.0,1.0,2025-08-23,1832,A,71,6.1NRT,309.31,15.29,D
-14.41283,-53.31154,329.78,1.0,1.0,2025-08-23,1832,A,76,6.1NRT,308.4,18.21,D
-14.42997,-53.429,326.13,1.0,1.0,2025-08-23,1832,A,35,6.1NRT,309.19,11.98,D
-14.58422,-54.50331,338.62,1.04,1.02,2025-08-23,1832,A,86,6.1NRT,307.4,31.79,D
-14.58554,-54.51269,333.56,1.04,1.02,2025-08-23,1832,A,81,6.1NRT,306.93,23.92,D
-14.78683,-55.964,337.33,1.21,1.09,2025-08-23,1832,A,85,6.1NRT,308.99,33.05,D
-14.78832,-55.97497,334.98,1.21,1.09,2025-08-23,1832,A,70,6.1NRT,310.15,26.06,D
-14.41458,-53.38519,323.85,1.0,1.0,2025-08-23,1832,A,43,6.1NRT,311.63,10.1,D
-14.7772,-55.96543,347.81,1.21,1.09,2025-08-23,1832,A,93,6.1NRT,311.65,56.31,D
-14.77868,-55.97636,349.56,1.21,1.09,2025-08-23,1832,A,94,6.1NRT,313.91,58.9,D
-14.78015,-55.98726,332.9,1.21,1.09,2025-08-23,1832,A,58,6.1NRT,312.25,18.69,D
-14.34877,-52.99788,323.58,1.0,1.0,2025-08-23,1832,A,64,6.1NRT,311.26,9.32,D
-14.40182,-53.35946,347.42,1.0,1.0,2025-08-23,1832,A,92,6.1NRT,310.45,44.15,D
-14.61446,-54.84987,341.15,1.07,1.03,2025-08-23,1832,A,88,6.1NRT,310.08,34.08,D
-14.61581,-54.85952,347.19,1.07,1.03,2025-08-23,1832,A,92,6.1NRT,310.98,46.45,D
-14.76904,-55.97778,333.7,1.21,1.09,2025-08-23,1832,A,68,6.1NRT,312.72,22.11,D
-14.77051,-55.98871,331.45,1.21,1.09,2025-08-23,1832,A,63,6.1NRT,313.73,15.83,D
-14.7594,-55.9792,343.53,1.21,1.09,2025-08-23,1832,A,90,6.1NRT,312.68,42.97,D
-14.3591,-53.19058,372.86,1.0,1.0,2025-08-23,1832,A,100,6.1NRT,312.32,111.11,D
-14.36043,-53.19962,450.13,1.0,1.0,2025-08-23,1832,A,100,6.1NRT,334.17,697.94,D
-14.36175,-53.20865,406.68,1.0,1.0,2025-08-23,1832,A,100,6.1NRT,325.03,281.46,D
-14.3829,-53.35318,332.38,1.0,1.0,2025-08-23,1832,A,79,6.1NRT,309.5,20.08,D
-14.33569,-53.09257,329.94,1.0,1.0,2025-08-23,1832,A,62,6.1NRT,308.3,14.51,D
-14.3503,-53.19196,327.15,1.0,1.0,2025-08-23,1832,A,41,6.1NRT,314.0,9.01,D
-14.35163,-53.201,375.36,1.0,1.0,2025-08-23,1832,A,100,6.1NRT,318.87,119.24,D
-14.35295,-53.21003,356.44,1.0,1.0,2025-08-23,1832,A,98,6.1NRT,318.07,61.63,D
-14.75982,-56.29229,324.76,1.26,1.11,2025-08-23,1832,A,62,6.1NRT,309.5,13.53,D
-14.74999,-56.29366,324.51,1.26,1.11,2025-08-23,1832,A,47,6.1NRT,312.05,12.45,D
-13.3802,-47.51477,319.85,2.04,1.39,2025-08-23,1832,A,32,6.1NRT,301.36,27.1,D
-14.70537,-56.18464,326.02,1.24,1.11,2025-08-23,1832,A,62,6.1NRT,312.11,13.17,D
-14.70688,-56.1959,338.54,1.24,1.11,2025-08-23,1832,A,86,6.1NRT,314.67,37.41,D
-14.66603,-56.5833,334.71,1.31,1.13,2025-08-23,1832,A,80,6.1NRT,309.25,32.73,D
-14.65928,-56.60947,330.04,1.31,1.14,2025-08-23,1832,A,54,6.1NRT,309.84,19.53,D
-14.47022,-55.9492,322.68,1.2,1.09,2025-08-23,1832,A,59,6.1NRT,308.96,9.82,D
-14.12991,-54.09405,323.86,1.01,1.01,2025-08-23,1832,A,39,6.1NRT,310.64,6.94,D
-14.12235,-54.10455,351.44,1.02,1.01,2025-08-23,1832,A,95,6.1NRT,314.12,51.29,D
-14.12365,-54.11369,334.94,1.02,1.01,2025-08-23,1832,A,82,6.1NRT,311.62,20.93,D
-14.81567,-59.62912,322.31,2.19,1.44,2025-08-23,1832,A,37,6.1NRT,305.22,28.16,D
-14.08631,-54.05038,346.99,1.01,1.01,2025-08-23,1832,A,92,6.1NRT,311.72,41.68,D
-14.08763,-54.05953,342.84,1.01,1.01,2025-08-23,1832,A,89,6.1NRT,310.42,33.04,D
-14.0929,-54.09611,324.81,1.01,1.01,2025-08-23,1832,A,37,6.1NRT,312.08,8.95,D
-14.07877,-54.06086,338.54,1.01,1.01,2025-08-23,1832,A,86,6.1NRT,312.49,25.52,D
-14.08535,-54.10662,323.91,1.01,1.01,2025-08-23,1832,A,56,6.1NRT,310.35,8.61,D
-14.04334,-54.06631,328.97,1.01,1.01,2025-08-23,1832,A,75,6.1NRT,313.72,11.33,D
-14.04465,-54.07545,351.14,1.01,1.01,2025-08-23,1832,A,95,6.1NRT,313.78,49.92,D
-14.03579,-54.07681,342.1,1.01,1.01,2025-08-23,1832,A,89,6.1NRT,312.34,31.73,D
-12.41463,-45.02939,323.64,3.34,1.72,2025-08-23,1832,A,76,6.1NRT,301.74,67.8,D
-13.54453,-51.75884,325.5,1.08,1.04,2025-08-23,1832,A,68,6.1NRT,308.97,13.62,D
-12.41801,-45.03379,329.37,3.34,1.72,2025-08-23,1832,A,81,6.1NRT,301.71,110.59,D
-13.41977,-51.79593,324.29,1.08,1.04,2025-08-23,1832,A,62,6.1NRT,306.77,12.01,D
-14.34047,-58.50761,370.19,1.77,1.3,2025-08-23,1832,A,100,6.1NRT,313.33,238.32,D
-14.34245,-58.52359,337.38,1.77,1.3,2025-08-23,1832,A,74,6.1NRT,307.35,58.97,D
-14.33096,-58.52522,341.0,1.77,1.3,2025-08-23,1832,A,62,6.1NRT,310.44,66.46,D
-14.33197,-58.51382,339.23,1.77,1.3,2025-08-23,1832,A,42,6.1NRT,314.33,58.87,D
-14.3424,-58.5939,325.0,1.79,1.31,2025-08-23,1832,A,46,6.1NRT,311.21,20.35,D
-12.73143,-48.11414,322.57,1.89,1.34,2025-08-23,1832,A,44,6.1NRT,297.23,28.08,D
-12.73439,-48.13151,326.44,1.88,1.34,2025-08-23,1832,A,57,6.1NRT,298.6,39.23,D
-14.265,-58.53868,353.25,1.77,1.3,2025-08-23,1832,A,96,6.1NRT,314.87,119.81,D
-14.20363,-58.14,328.34,1.65,1.26,2025-08-23,1832,A,76,6.1NRT,309.06,32.09,D
-14.25154,-58.52438,326.58,1.77,1.3,2025-08-23,1832,A,56,6.1NRT,310.36,24.24,D
-14.25349,-58.5402,405.73,1.77,1.3,2025-08-23,1832,A,100,6.1NRT,321.41,631.43,D
-14.25547,-58.55619,342.17,1.78,1.31,2025-08-23,1832,A,90,6.1NRT,316.41,68.92,D
-12.70763,-48.11672,330.04,1.89,1.34,2025-08-23,1832,A,60,6.1NRT,298.02,46.08,D
-12.71229,-48.12291,325.68,1.89,1.34,2025-08-23,1832,A,43,6.1NRT,297.56,33.85,D
-14.29141,-60.37836,324.77,2.47,1.51,2025-08-23,1832,A,75,6.1NRT,301.62,55.46,D
-14.29528,-60.3845,324.99,2.47,1.51,2025-08-23,1832,A,70,6.1NRT,301.88,53.12,D
-13.37971,-54.39403,351.8,1.02,1.01,2025-08-23,1832,A,95,6.1NRT,310.07,55.83,D
-13.38103,-54.40319,334.21,1.02,1.01,2025-08-23,1832,A,37,6.1NRT,312.16,21.54,D
-13.37082,-54.39537,340.92,1.02,1.01,2025-08-23,1832,A,75,6.1NRT,308.22,32.79,D
-12.19359,-47.21189,318.92,2.27,1.46,2025-08-23,1832,A,59,6.1NRT,301.69,19.86,D
-13.07762,-52.7008,335.65,1.02,1.01,2025-08-23,1832,A,79,6.1NRT,303.25,28.61,D
-13.4382,-57.02423,321.0,1.34,1.15,2025-08-23,1832,A,36,6.1NRT,309.89,12.67,D
-13.42965,-57.0376,322.98,1.35,1.15,2025-08-23,1832,A,51,6.1NRT,311.86,16.2,D
-13.43554,-57.16116,333.14,1.37,1.16,2025-08-23,1832,A,81,6.1NRT,309.12,33.51,D
-13.43715,-57.1735,334.57,1.37,1.16,2025-08-23,1832,A,83,6.1NRT,309.01,36.92,D
-11.90176,-47.12079,318.77,2.34,1.48,2025-08-23,1832,A,58,6.1NRT,300.63,20.79,D
-11.29786,-44.97155,320.47,3.55,1.77,2025-08-23,1832,A,65,6.1NRT,305.66,50.55,D
-12.20056,-50.24067,325.89,1.35,1.15,2025-08-23,1832,A,33,6.1NRT,304.35,19.23,D
-12.20246,-50.25274,346.89,1.35,1.15,2025-08-23,1832,A,92,6.1NRT,307.3,67.98,D
-12.20437,-50.26479,330.45,1.35,1.15,2025-08-23,1832,A,73,6.1NRT,305.25,26.72,D
-12.19235,-50.25444,328.22,1.35,1.15,2025-08-23,1832,A,60,6.1NRT,306.68,21.58,D
-12.19426,-50.26649,333.93,1.35,1.15,2025-08-23,1832,A,82,6.1NRT,305.78,32.71,D
-11.28819,-44.978,318.56,3.55,1.77,2025-08-23,1832,A,58,6.1NRT,304.76,43.23,D
-12.18031,-50.24406,324.4,1.35,1.15,2025-08-23,1832,A,52,6.1NRT,306.84,15.42,D
-11.69577,-47.62877,317.97,2.15,1.43,2025-08-23,1832,A,55,6.1NRT,301.74,19.4,D
